word,corrected
ketip,
sekarang,
friendster,
iru,
warawiri,
tgh,
memilihmubukan,
pdli,
ligakitasatu,
statemen,
nontonin,
medianya,
itukakak,
daftarnya,
berasumsi,
istirahat,
mahram,
putusin,
cis,
renungkanmulai,
santosodebora,
stupidity,
profilku,
terlewati,
ngusung,
uno,
kerbaushitnya,
kintamani,
cobranding,
stop,
penampilam,
frn,
yaaa,
komisarisnya,
isp,
tkt,
soremalem,
viral,
pemikirannya,
kurahasiakan,
me,
kab,
sdri,
baiknya,
sebangku,
dibully,
keduluan,
dul,
pacaran,
always,
kmpret,
kesibukannya,
kea,
ekok,
koperku,
salahkan,
menggelikan,
berbedaada,
bangettakut,
ngetai,
kabpati,
kte,
dayaku,
matane,
happy,
efekkebanyaknbacanovel,
les,
remidial,
disamakan,
kubalas,
umumbiar,
almamater,
bising,
lansia,
secangkir,
walk,
saidina,
pundung,
nopesanan,
perasaan,
routine,
membacamencoret,
natural,
zina,
akuu,
speakup,
nyolot,
bezel,
ditindaklanjuti,
sepagian,
lokasinya,
pembelaan,
umatnya,
puluan,
nnti,
sbenarnya,
bintitan,
luv,
profesinya,
gaes,
boro,
kerasa,
dihalanghalangin,
astagfirullahmasya,
gituan,
ika,
erning,
tdr,
uka,
btc,
monas,
artian,
disalahkan,
profkyaidan,
separah,
smsm,
taipan,
shame,
indahnya,
topoc,
sketsa,
mlika,
ah,
bln,
neomu,
mengintai,
meeting,
mengeras,
ouw,
diingetinnya,
siapapun,
dearest,
wadahgak,
barunikah,
rs,
teruss,
orangorang,
jepangnya,
belanjaannya,
kesyel,
tedalam,
dimohon,
travelling,
nonelse,
wartel,
samaa,
sahaja,
dprri,
terimakas,
compliment,
healing,
hawahawanya,
keracunan,
jua,
maksud,
saved,
ind,
skrgpun,
ketumnya,
megalodon,
tesbatan,
mnjdi,
tayang,
lack,
ntar,
katespade,
sob,
saw,
kupedulikan,
univnya,
pemberian,
absen,
jahitan,
mendeklarasikan,
nyetock,
trendy,
ygl,
ustadz,
kunyel,
hehehehee,
nyeberang,
ikutttt,
preman,
romcom,
anjink,
dekil,
bullshit,
gedeg,
ily,
pengusaha,
memukau,
armyyyyyy,
berdukacita,
kubawa,
ditelinga,
ngefollow,
kamh,
ect,
pemateri,
sampingmu,
kanya,
ggl,
eloelo,
senggol,
panama,
publikan,
tgok,
pengeluarannya,
ekonomis,
kerasmu,
belagu,
ditangan,
kerjaan,
katanya,
orangnya,
humoris,
skincare,
yuhoee,
beberapa,beberapa
indikator,indikator
gitukan,begitu kan
belun,belum
budget,budget
disetiap,di setiap
dkskdf,
ngerespon,merespon
tggl,tanggal
trotoar,trotoar
hhh,
blits,
emph,
numpuk,menumpuk
keberpihakan,keberpihakan
eropaapa,eropa apa
pass,pass
nekkonya,
version,versi
penyesalanku,penyesalanku
kasarnya,kasarnya
ngaku,mengaku
memperdebatkan,memperdebatkan
wkwkk,wkwk
emotionally,secara emosional
wek,
tag,taut
siapakah,siapakah
mewah,mewah
sekitarkudus,sekitar kudus
daddy,ayah
yaitu,yaitu
akhlak,akhlak
ummat,umat
gasabaran,tidak sabar
kebimbangan,kebimbangan
kesehatanmu,kesehatanmu
kejuaraan,kejuaraan
cowocowo,laki-laki
bergerimis,bergerimis
negiri,negeri
kultur,kultur
hebatt,hebat
gugup,gugup
oppa,kakak laki-laki
kenaikan,kenaikan
didunia,di dunia
alquran,alquran
digangguindimintain,diganggu diminta
quran,alquran
hiks,menangis
singgahnya,singgahnya
normalnya,normalnya
nasibnya,nasibnya
deehhh,deh
ngerasa,merasa
menciut,mengecil
nerimo,menerima
taek,tahi
dikerjakannya,dikerjakannya
ilang,ilang
lencana,lencana
selar,selar
bnrbnr,benar benar
debitur,debitur
berjalannya,berjalannya
brengseknya,brengseknya
komposisi,komposisi
four,empat
gandengan,gandengan
utk,untuk
pemalak,pemalak
suket,suket
religius,religius
recehkantwitter,recehkan twitter
gempal,gempal
imvu,
jir,anjing
berpangku,berpangku
teejun,teejun
ngerasanya,merasanya
terhenti,terhenti
prjalananhotel,perjalanan hotel
normalize,menormalisasikan
udh,udah
ditunjukkan,ditunjukkan
rawitnya,rawitnya
memutarbalikan,memutarbalikkan
staquf,
baksonya,baksonya
agk,agak
ndaftar,mendaftar
sotr,sortir
kusumo,kusumo
singgahi,menyinggahi
ucapanku,ucapanku
subhanallah,subhanallah
elus,mengelus
jarang,jarang
luvvv,cinta
baring,baring
seseungguhnya,sesungguhnya
dalane,
sexually,secara seksual
majuin,majukan
kari,kari
berwibawa,berwibawa
ibadahnya,ibadahnya
feminim,feminim
muqollibal,
carapun,cara apa pun
rkuhp,RKUHP
kulkas,kulkas
ketidakmungkinan,ketidakmungkinan
brhak,berhak
bongkar,bongkar
telor,telur
tidor,tidur
bukakanlah,bukakanlah
berdamai,berdamai
logikanya,logikanya
keringin,keringin
kerruh,keruh
sealam,satu alam
comblang,comblang
darimana,darimana
perkpopan,perkoreaan
dekaden,dekaden
ampun,ampun
slankers,pemuja slank
gunain,menggunakan
pointernya,intinya
orkestra,orkestra
ditelpon,ditelpon
kutim,
galaknya,galaknya
poor,miskin
ekspresiin,ekspresikan
best,terbaik
mlaran,Desa Mlaran
dm,pesan langsung
diriwayatkan,diriwayatkan
dalm,dalam
tersenyum,tersenyum
tenggelem,tenggelem
bengkoangplain,bengkoang tawar
ciuman,ciuman
ngerubah,merubah
oendidik,pendidik
setau,sepengetahuan
saha,siapa
tentang,tentang
nanyain,menanyakan
sepolos,sepolos
old,tua
dipotonginilainya,dipotong nilainya
gapenting,gapenting
seducing,menggoda
bakahuni,Bakahuni
pelukannya,pelukannya
margonda,margonda
trying,mencoba
ngincer,mengincar
histeris,histeris
hana,satu
shrsnya,seharusnya
deh,deh
responding,merespon
genarasi,generasi
kaffah,Kaffah
nganggur,menganggur
tweet,cuitan
tujuannya,tujuannya
stadium,stadium
moisturizer,pelembab
mendaratkan,mendaratkan
kebersamaan,kebersamaan
awake,bangun
nlpon,menelfon
baejin,Baejin
panik,panik
nawarnya,menawarnya
batinnya,batinnya
men,
curvasudpersija,
bebal,bebal
embul,gendut
wkwkwkwkwk,wkwk
arhhhh,
hyung,
mendes,
kedengeran,terdengar
memprediksi,memprediksi
tresno,tresno
dengarkan,dengarkan
interested,tertarik
audy,
mengejar,mengejar
juta,juta
tangselbogor,Tanggerang Selatan Bogor
exols,
momon,
undangan,undangan
sya,
lamborghini,Lamborghini
perijinan,perijinan
gemesh,lucu
menyadari,menyadari
merekanya,merekanya
barulah,barulah
resign,mengundurkan diri
boroboro,boro-boro
gabisa,tidak bisa
gmbr,gambar
ct,
ia,
kementerian,kementrian
tmp,tempat
konsekuensi,konsekuensi
makannya,makannya
hnti,henti
hubungantetapi,hubungan tetapi
comeback,kembali
kepraktisan,kepraktisan
morningside,MorningSide
dijalanin,dijalankan
nggg,
rumahmu,rumahmu
smp,Sekolah Menengah Pertama
walo,walau
persyaratan,persyaratan
komunis,komunis
laginseorg,lagi seorang
ketawaketawa,tertawa-tawa
ramzi,Ramzi
dkk,dan kawan-kawan
thae,tahi
catwomanizer,catwomanizer
tersohor,tersohor
logic,logika
namanama,nama-nama
ngejudge,menilai
cowoknya,cowoknya
satrio,
meniupkan,meniupkan
puji,puji
baiq,baik
tawakkal,pasrah
kapooook,kapok
sukmanya,sukmanya
wmwkwkwk,wkwk
gm,Gajah Mada
lewati,lewati
abg,abang
jamannya,jamannya
ngena,terkena
wktu,waktu
penggunaannya,penggunanya
disusupi,kesusupan
juliaperez,Julia Perez
dpsedihh,Dewi Persik sedih
surabayamacet,Surabaya macet
footballl,sepakbola
dendi,Dendi
kobam,mabok
ngono,begitu
mlangkah,melangkah
gubwagub,gubernur wakil gubernur
disebelahnya,disebelahnya
seseorang,seseorang
moment,momen
issuu,isu
kuliner,kuliner
jwabnya,jawabnya
lamaaaaa,lama
them,mereka
ncipsekaladido,
heningnya,heningnya
lina,Lina
grusuk,grasah-grusuh
memperjuangkan,memperjuangkan
jurang,jurang
ampir,hampir
terjemahkan,terjemahkan
dibalesnya,dibalasnya
istiar,istigfar
parnoan,paranoid
bpip,BPIP
indie,Indihome
with,dengan
pke,pakai
anakkost,anak kost
repost,
bangets,banget
bay,
mmbalas,membalas
memilikimu,memilikimu
leyehleyeh,leyeh-leyeh
sorang,seorang
rantang,rantang
keluyuran,keluyuran
biscuits,biskuit
prnah,pernah
asoy,asik
sending,mengirim
mumetdimaklumin,pusing dimaklumi
tergoblok,terbodoh
diingetinget,diingat-ingat
cintamencintadicinta,cinta mencinta dicinta
keliru,keliru
disimpan,disimpan
taulah,taulah
nyengir,cengar-cengir
berkeluh,berkeluh
work,kerja
ulum,
kepikiran,kepikiran
hutang,hutang
meninggi,meninggu
eehhh,eh
dicap,dicap
dafam,
pembagian,pembagian
barangjasa,barang jasa
sissyy,banci
aktifnya,aktifnya
mengerang,mengerang
kaaan,kan
nci,kakak perempuan
sayanganak,sayang anak
dijanjiin,dijanjikan
dkisdh,dikasih sudah
degupnya,degupnya
sby,surabaya
ciranjang,ciranjang
oblong,oblong
melototin,melototi
black,hitam
girang,girang
dijalani,dijalani
as,seperti
myself,saya sendiri
tdk,tidak
tekipartai,teki partai
kubuat,kubuat
ala,ala
wait,tuggu
elit,elit
ngasal,mengasal
mempolitisir,mempolitisir
barista,barista
ludo,ludo
nengcinta,neng cinta
wenehi,
shoolih,
diperjelas,diperjelas
bedroom,ruang tidur
salse,salse
eka,eka
menunjukkan,menunjukkan
mencinta,mencinta
produce,menghasilkan
coming,datang
caraka,caraka
pendukungnya,pendukung
muslimah,muslimah
bergibah,bergibah
pernikahanmu,pernikahanmu
mencukupi,mencukupi
melupakannya,melupakannya
bnr,benar
anu,anu
irsyad,irsyad
amalan,amalan
terlambat,terlambat
tetiba,tiba-tiba
audisi,audisi
provinsi,provinsi
dipinjam,dipinjam
ucapkan,ucapkan
kasatkina,
tandas,tandas
netmedia,
tnpa,tanpa
iyain,mengiyakan
lgsg,langsung
kayun,kayun
berolah,berolah
ciesampe,cie sampai
najisssin,najis
sampel,sampel
diputer,diputar
perkembangan,perkembangan
digrup,di grup
aseng,Aseng
dewe,dirimu sendiri
keterlaluan,keterlaluan
melewatinya,melewatinya
canggih,canggih
galfok,gagal fokus
wattpad,wattpad
hiruk,hiruk
gencar,gencar
frame,bingkai
gaza,Gaza
kerajaan,kerajaan
gapernah,tidak pernah
bootloop,
bikestable,
bnget,banget
bedo,
caratss,
sperti,seperti
lemahkalah,lemah kalah
satriaudahan,satria sudahan
sajajgn,saja jangan
menyesakkan,menyesakkan
world,dunia
berlangsung,berlangsung
tidaq,tidak
download,unduh
pindang,pindang
ngehilangin,menghilangkan
sangar,sangar
terseram,terseram
jagad,dunia
menujunya,menujunya
marwah,
manjur,manjur
ahy,AHY
layaknya,layaknya
nenekku,nenek ku
selaku,selaku
ngirim,mengirim
repot,repot
parkirnya,parkirnya
thankful,berterimakasih
ampli,pengeras suara
sedeket,sedekat
ngoce,mengoceh
jadiin,jadikan
curiga,curiga
ruhut,Luhut
karma,karma
meperkeruh,memperkeruh
rap,rap
dikenalin,dikenalkan
memungkinkan,memungkinkan
loving,penuh dengan cinta
aplikasi,aplikasi
terkabul,terkabul
soksokan,banyak tingkah
nuansa,nuansa
utamakan,utamakan
jalaninnya,menjalankannya
freeport,
sembuhkanlah,sembuhkanlah
penggantinyakahklo,penggantinyakah kalau
beneran,benaran
anti,anti
lantas,lantas
nct,NCT
mamma,Mama
ina,Indonesia
dipohon,di pohon
jersey,kaos jersey
tiduran,tiduran
mengecam,mengecam
chelsea,chelsea
bahagialah,bahagialah
perhatian,perhatian
panggungkadang,panggung kadang
lincah,lincah
moscow,Moscow
rescue,menyelamatkan
santunnya,santunnya
iim,
blogger,blogger
aparatdensus,aparat detasemen khusus
dikocok,dikocok
deep,dalam
name,nama
bencong,banci
mambo,
menemanimu,menemanimu
sparepart,suku cadang
sianjiirrrdemen,si anjing suka
bep,
curhatvan,curhatan
maritertiblantas,mari tertib lalu lintas
kejayaan,kejayaan
bapanya,bapaknya
mengemukakan,mengemukakan
meniqaaa,menikah
whiteout,
mbake,mbak
dhdkdjdj,
ketempat,ke tempat
laptop,laptop
capai,capai
km,kamu
mangat,semangat
bird,burung
ngeyel,bebal
sahabatan,sahabatan
bulannya,bulannya
sayaa,saya
mc,pembawa acara
long,panjang
bedahrumahibuiriyanitrimksh,bedah rumah ibu Yanti terima kasih
bakkan,bahkan
official,resmi
kesalahan,kesalahan
diladenin,diladeni
seyakin,seyakin
terooos,terus
menemuimu,menemui mu
dgr,dengar
ktemu,bertemu
paspasan,pas-pasan
cara,cara
kepastian,kepastian
otoritas,otoritas
munduk,
mostly,kebanyakan
dinikmati,di nikmati
ditiru,di tiru
apan,apaan
mlht,melihat
satusatunya,satu-satunya
kelaskelas,kelas-kelas
berteriak,berteriak
jiwaku,jiwa ku
workshop,loka karya
axis,axis
belanjaanku,belanjaan ku
stun,setrum
waspadai,waspadai
temantemanku,teman-teman ku
sayamaaf,saya maaf
taukan,tahu kan
wita,WITA
mencuit,mencuit
berdiam,berdiam
bango,bango
suaminya,suaminya
beruntung, beruntung
nyomay,
wajahnya,wajahnya
sh,
meninngal,meninggal
gub,gubernur
kmt,
mencela,mencela
sokan,
newton,newton
diwisuda,di wisuda
gatot,gatot
enggak,tidak
tv,televisi
jenisnya,jenisnya
tidakmerasakan,tidak merasakan
sejahtera,sejahtera
ketebak,tertebak
taatin,menaati
untukmu,untuk mu
messed,kacau
lengket,lengket
nucebong,
kegilaan,kegilaan
brianna,brianna
ngecengin,meledeki
mengingatkanku,mengingatkan ku
umriik,
vitb,
diawali,di awali
entire,seluruh
ngabalin,
rtjadi,rt jadi
ngayalbabu,menghayal babu
brubah,berubah
dijelaskan,di jelaskan
yallah,ya allah
crossing,menyeberangi
mataram,mataram
mengajariku,mengajari ku
membantu,membantu
bawelnya,bawelnya
nad,
renang,renang
sayangsayangan,sayang-sayangan
ngedamprat,mendamprat
met,selamat
terpercaya,terpercaya
akuga,aku tidak
lur,
dikelilingi,di kelilingi
dihipnotis,di hipnotis
seantero,
usah,usah
mpmhondajatim,
oh,oh
gregetperasaan,gereget perasaan
detik,detik
benarbenar,benar-benar
nying,anjing
kunjungan,kunjungan
nginep,menginap
naget,nugget
reno,
marco,marco
setahu,setahu
kuharap,ku harap
meneriakinya,meneriaki nya
dsarny,dasarnya
ngomogin,mengomongkan
teroris,teroris
pepsi,pepsi
langsiran,
governing,
membutuhkan,membutuhkan
cucok,cocok
berupayalah,berupaya lah
rawannya,rawannya
bl,
lurah,lurah
menyongsong,menyongsong
golkar,golongan karya
afs,
duitan,duitan
suamiku,suami ku
bokapnyokap,ayah ibu
matamuada,mata mu ada
diringkus,di ringkus
disiapin,di siapkan
ajarin,ajarkan
streep,
rusdi,rusdi
bjuang,berjuang
mitsubishi,mitsubishi
kelenteng,kelenteng
hendrik,hendrik
tulisandarilubuhhati,tulisan dari lubuk hati
dicolong,di colong
harikerjanya,hari kerjanya
difilter,di filter
lekukan,lekukan
you,kamu
juara,juara
mez,
istigfar,istigfar
batalinjd,batalkan jadi
inimedia,ini media
small,kecil
razer,
jerawatnya,jerawatnya
yatrus,yatrus
gx,tidak
bersamanya,bersamanya
sebanyak,sebanyak
artidjo,
golden,keemasan
smaia,
klaupun,kalaupun
cintaharga,cinta harga
yagua,ya saya
overacting,berlebihan
apakabar,apa kabar
gta,
kopiindonesia,kopi indonesia
mengobati,mengobati
direbut,di rebut
spoiler,bocoran
didenda,di denda
djkddjdldl,
nebas,tebas
mesen,memesan
pedas,pedas
penuturan,penuturan
firstly,pertama-tama
sudh,sudah
share,membagikan
akumencintamu,aku mencintai mu
ekspedisi,ekspedisi
teriak,teriak
oknuum,oknum
bpom,BPOM
meluber,meluber
dikamar,di kamar
coment,komentar
govlok,goblok
perbuat,perbuat
copyan,salinan
hasut,hasut
dirilis,di rilis
macbook,macbook
bgn,bangun
fitnah,fitnah
brisik,berisik
bimbang,bimbang
guee,saya
downloadin,unduhkan
ponakan,keponakan
syetan,setan
waswas,was-was
brb,segera kembali
calonyaaahh,calon nya
thanksdear,"terima kasih, sayang"
istiqomahnya,
dosadosa,dosa-dosa
julit,iri
kapasitasnya,kapasitas nya
sedari,sedari
hamilsamasetan,hamil sama setan
sejenisnya,sejenisnya
folbek,ikuti kembali
puja,puja
sinmas,
tidakenak,tidak enak
motorcycle,motor
hakku,
mengejutkan,mengejutkan
triplek,triplek
ciwi,cewek
mempatuahi,mematuhi
schedule,jadwal
diborong,di borong
jngn,jangan
bahahaha,hahaha
medali,medali
bls,balas
mkaa,maka
rai,rai
menjawab,menjawab
harimata,hari mata
kunti,kuntilanak
ngubah,mengubah
guweh,saya
pot,pot
doi,dia
ngotot,keras kepala
kalinyaga,kalinya tidak
individu,individu
mentel,
persibday,hari persib
joget,joget
puki,
lgs,langsung
bernalar,bernalar
bae,
cetera,
meringis,meringis
lainnya,lainnya
wlpun,walaupun
bighit,bighit
pilu,pilu
juragan,juragan
hsil,hasil
medsosku,media sosial ku
kerjamu,kerja mu
mlkkukan,melakukan
targetnya,targetnya
nantikanlah,nantikan lah
qcnya,cek kualitasnya
rahmat,rahmat
dugaanku,dugaanku
kerna,karena
bandungnightride,kebanggaan malam bandung
dialami,di alami
dianterin,di antarkan
maning,
keknya,kayaknya
ahhhhhhh,ah
positifmu,positif mu
slipi,slipi
umumnya,umunya
pendapatmu,pendapat mu
cukurnya,cukurnya
kok,kok
hentinya,hentinya
sizzyharuskuat,mendesis harus kuat
peruntukannya,peruntukannya
kepake,terpakai
terealisasi,terealisasi
solutif,solusional
text,teks
lelahnya,lelahnya
muslimtokoh,muslim tokoh
ditengah,di tengah
areal,
berfungsi,berfungsi
mengambilmu,mengambil mu
dipake,di pakai
berdesakan,berdesakkan
kehangatanmu,kehangatan mu
kesannya,kesannya
mengalah,mengalah
ibad,
voting,pemungutan suara
blunder,kesalahan ceroboh
cenderung,cenderung
ngilang,menghilang
merelakan,merelakan
ikutin,mengikuti
menyembuhkan,menyembuhkan
berlomba,berlomba
diselingkuhin,di selingkuhi
temenmu,teman mu
rajiun,rajin
dasuki,
land,tanah
mbak,mbak
ajha,aja
elizasekar,eliza sekar
risau,risau
soleh,soleh
gakseperti,tidak seperti
ampas,ampas
keresek,keresek
blu,
mal,mal
mengemban,mengemban
strawberry,stroberi
istana,istana
ig,instagram
jani,jani
ho,oh
kahlil,
goblok,goblok
selipkan,menyelipkan
sebuah,satu buah
olehku,oleh ku
mencintaiku,mencintaiku
ngancem,mengancam
right,right
dandan,dandan
warsan,warisan
close,dekat
tersempit,tersempit
truck,truk
show,menunjukkan
dipaksa,di paksa
kerjasekolah,kerja sekolah
harrasement,pelecehan
bravo,hebat
keterbatasan,keterbatasan
dese,desa
mreka,mereka
tega,tega
jupenizer,
intoleran,intoleran
pencet,pencet
skin,kulit
asikasik,asik asik
caca,caca
persatu,per satu
thai,thailand
hujuuung,ujung
bby,bayi
umb,umbi
pihakmohon,pihak mohon
jackman,
performance,performa
panoramacantik,panorama cantik
police,polisi
prbuatan,perbuatan
propan,
soalnya,sebab
report,laporan
cedih,sedih
sesudah,sesudah
nancep,menancap
berhak,berhak
sekjend,sekretaris jenderal
really,benar benar
sanksi,sanksi
corak,pola
menikah,menikah
ii,
ketiplek,jiplak
comment,komen
tetep,tetap
annajjar,
diplot,
paracetamol,parasetamol
memberikannya,memberikannya
honors,penghargaan
kuakui,aku akui
beribadah,beribadah
terdekatnya,terdekat
pit,mengadu domba
bidding,penawaran
kebesaran,terlalu besar
tercium,tercium
kloning,kloning
kantoran,kantoran
alon,alon
tangani,atasi
sensitiveno,
semestakami,semesta kami
selalu,selalu
iyee,iya
cocot,mulut
ekspresiinnya,mengekspresikannya
diaaa,dia
why,kenapa
samawaaa,sakiinah mawaddah warahmah
kasieun,kasian
ngelatih,melatih
beraksi,beraksi
makes,membuat
menuruti,menuruti
nalar,nalar
peace,damai
seble,sebal
sajah,saja
amat,sangat
poll,banget
tragedi,tragedi
dipepet,di pepet
diingatanmu,di ingatan mu
nginjek,menginjak
menghentikan,menghentikan
fisip,fakultas ilmu sosial dan ilmu politik
nuhun,terima kasih
lncr,lancar
bakauheni,bakauheni
kebodohannya,kebodohan nya
jugakalo,juga kalo
well,baiklah
ownernya,pemiliknya
ularnya,ular nya
usaisenja,usai senja
sesaat,sesaat
menganjurkan,menganjurkan
terbersit,terbesit
oembingkaian,pembingkaian
self,sendiri
yulyyantiarmalprasetiyo,
ditawarin,ditawarkan
bgtu,begitu
telegram,telegram
diklat,diklat
pendem,pendam
telekomunikasi,telekomunikasi
sekelompok,satu kelompok
hidupmu,hidup mu
twibbon,twibbon
aamiin,amin
tiaw,
berartikah,berarti kah
ds,desa
berwawasan,memiliki wawasan
lemot,lambat
dgrin,dengarkan
cerminan,cerminan
collab,berkolaborasi
aniespernah,anies pernah
tertidur,tertidur
bbrp,beberapa
tampil,tampil
season,musim
aparat,aparat
playstorenya,playstore nya
ppramono,pramono
tahukah,tahu kah
ngemil,
william,william
bgt,banget
sumpaah,sumpah
takde,tidak ada
outside,diluar
senin,senin
bernegara,mempunyai negara
london,london
melambai,melambai
bawahan,bawahan
syukuri,mensyukuri
nyamperin,menghampiri
dialihin,dialihkan
baper,bawa perasan
meger,males gerak
secret,rahasia
upgrade,meningkatkan
mampir,mampir
ceplokin,menyeplokkan
jamsostek,jamsostek
pahala,pahala
wonhee,
rekreasi,rekreasi
tersaingi,tersaingi
mimo,
smoll,kecil
terkumpul,terkumpul
kocak,lucu
pahamaplg,paham apalagi
kepingin,ingin
tidakngangep,tidak menganggap
diperoleh,diperoleh
pelataran,pelataran
kmubs,
warung,warung
rendang,rendang
selengkap,selengkap
beristri,ber istri
sepertiku,seperti aku
cape,lelah
thomasnya,thomas nya
ngerombak,merombak
mince,cincang
bersodara,bersaudara
cantumin,mencantumkan
biayanya,biaya nya
liatnya,liat nya
rumitsejak,rumit sejak
inisahurtiketcomharike,ini sahur tiket com hari ke
