,Slang,Formal
10484,dengerin,mendengarkan
10485,org,orang
10486,biarin,biarkan
10487,yg,yang
10488,kaka,kakak
10489,d,di
10490,ka,kak
10491,ka,kak
10492,kaka,kakak
10493,yg,yang
10494,kaka,kakak
10495,org,orang
10496,kaka,kakak
10497,pdhl,padahal
10498,waduhhh,waduh
10499,kasian,kasihan
10500,org2,orang-orang
10501,yg,yang
10502,ursan,urusan
10503,org,orang
10504,sudab,sudah
10505,dwsa,dewasa
10506,pnya,punya
10507,agma,agama
10508,ap,apa
10509,yg,yang
10510,jd,jadi
10511,jgn,jangan
10512,rpt2,repot-repot
10513,sbr,sabar
10514,aja,saja
10515,y,ya
10516,ngaji,mengaji
10517,yg,yang
10518,yg,yang
10519,nmr,nomor
10520,yg,yang
10521,romantiz,romantis
10522,ituu,itu
10523,tdk,tidak
10524,murmer,murah meriah
10525,pensaran,penasaran
10526,dapet,dapat
10527,aja,saja
10528,kepoin,kepoi
10529,baru2,baru-baru
10530,tlp,telepon
10531,bosaan,bosan
10532,udah,sudah
10533,pake,pakai
10534,gak,enggak
10535,yuukk,yuk
10536,kitaaa,kita
10537,ga,enggak
10538,konsul,konsultasi
10539,gak,enggak
10540,yok,yuk
10541,lainnyaa,lainnya
10542,jt,juta
10543,perbulannn,perbulan
10544,penyebab2,penyebab-penyebab
10545,ko,kok
10546,lg,lagi
10547,mba,mbak
10548,tp,tapi
10549,nyupir,menyopir
10550,ko,kok
10551,blm,belum
10552,tdk,tidak
10553,yukk,yuk
10554,dn,dan
10555,cpt,cepat
10556,steess,stres
10557,"gara""",gara-gara
10558,jngan,jangan
10559,kwatir,kawatir
10560,tengah2,tengah-tengah
10561,duetin,duet
10562,dongg,dong
10563,kyk,kayak
10564,duetin,duet
10565,dongg,dong
10566,mudaa,muda
10567,sm,sama
10568,ajah,saja
10569,dapetin,mendapati
10570,tdk,tidak
10571,nyari,mencari
10572,ga,enggak
10573,gini,begini
10574,bgt,banget
10575,sebenernya,sebenarnya
10576,mrka,mereka
10577,skrg,sekarang
10578,dgn,dengan
10579,skrg,sekarang
10580,silsturahmi,silaturahmi
10581,jg,juga
10582,tdk,tidak
10583,yg,yang
10584,dgn,dengan
10585,ank2nya,anak-anaknya
10586,tdk,tidak
10587,ank,anak
10588,yg,yang
10589,yg,yang
10590,tdk,tidak
10591,yg,yang
10592,sdh,sudah
10593,sgt,sangat
10594,mrka,mereka
10595,dgn,dengan
10596,ank2nya,anak-anaknya
10597,tdk,tidak
10598,dijkt,dijakarta
10599,tdk,tidak
10600,may,mau
10601,tdk,tidak
10602,bs,bisa
10603,sebenernya,sebenarnya
10604,cums,cuma
10605,yg,yang
10606,bs,bisa
10607,jg,juga
10608,bs,bisa
10609,dgn,dengan
10610,undangan2,undangan-undangan
10611,jd,jadi
10612,bener2,benar-benar
10613,dgn,dengan
10614,bgt,banget
10615,dlm,dalam
10616,past,pasti
10617,sgt,sangat
10618,kgn,kangen
10619,wktunya,waktunya
10620,dr,dari
10621,anknya,anaknya
10622,krn,karena
10623,tdk,tidak
10624,krn,karena
10625,blg,bilang
10626,byk,banyak
10627,yg,yang
10628,tp,tapi
10629,wktunya,waktunya
10630,yg,yang
10631,blm,belum
10632,sebenernya,sebenarnya
10633,klo,kalo
10634,krn,karena
10635,jd,jadi
10636,kluarga,keluarga
10637,ayukk,yuk
10638,gk,enggak
10639,ngucapin,mengucapkan
10640,kaka,kakak
10641,yg,yang
10642,bru,baru
10643,udah,sudah
10644,nntn,menonton
10645,bgus,bagus
10646,bgt,banget
10647,filmny,filmnya
10648,dapet,dapat
10649,nari,menari
10650,sampe,sampai
10651,nangis,menangis
10652,liat,lihat
10653,udah,sudah
10654,nonton,menonton
10655,sukak,suka
10656,pengen,pengin
10657,nonton,menonton
10658,kl,kalo
10659,yg,yang
10660,blm,belum
10661,ntn,menonton
10662,uda,sudah
10663,nonton,menonton
10664,ntn,menonton
10665,blm,belum
10666,ntn,menonton
10667,nobar,menonton bareng
10668,udah,sudah
10669,kemariin,kemarin
10670,yaaaa,ya
10671,makasih,terima kasih
10672,liat,lihat
10673,d,di
10674,lagiiii,lagi
10675,knpp,kenapa
10676,udh,sudah
10677,ga,enggak
10678,ad,ada
10679,lggi,lagi
10680,lma,lama
10681,gaprgi,enggak pergi
10682,nnton,menonton
10683,aaahh,ah
10684,lagii,lagi
10685,klau,kalau
10686,d,di
10687,makasih,terima kasih
10688,yaa,ya
10689,ga,enggak
10690,yaa,ya
10691,makasih,terima kasih
10692,yaaa,ya
10693,iyaaa,iya
10694,yaa,ya
10695,ndak,indak
10696,pa2,apa-apa
10697,maen,main
10698,tgl,tanggal
10699,dtunggu,ditunggu
10700,ngga,enggak
10701,bkin,bikin
10702,baper,bawa perasaan
10703,masa2,masa-masa
10704,thn,tahun
10705,gak,enggak
10706,kepikir,terpikir
10707,gak,enggak
10708,nonton,menonton
10709,liat,lihat
10710,bgt,banget
10711,aja,saja
10712,liat,lihat
10713,liat,lihat
10714,ad,ada
10715,tp,tapi
10716,seruuu,seru
10717,kaka,kakak
10718,bgt,banget
10719,lucuuuu,lucu
10720,bgt,banget
10721,nonton,menonton
10722,bgt,banget
10723,bagusss,bagus
10724,bgt,banget
10725,sampe,sampai
10726,nonton,menonton
10727,kek,kayak
10728,jg,juga
10729,bgs,bagus
10730,thn,tahun
10731,udh,sudah
10732,ade,adek
10733,emeshh,gemas
10734,th,tahun
10735,kaya,kayak
10736,udah,sudah
10737,astagaaaaaa,astaga
10738,thn,tahun
10739,ka,kak
10740,kaka,kakak
10741,pacarn,pacaran
10742,bgni,begini
10743,ktg,kita
10744,th,tahun
10745,aja,saja
10746,pacaranya,pacarannya
10747,udah,sudah
10748,bgt,banget
10749,mbaak,mbak
10750,gitu,begitu
10751,ka,kak
10752,kka,kakak
10753,ngalah,mengalah
10754,de,dek
10755,klo,kalo
10756,yg,yang
10757,udh,sudah
10758,th,tahun
10759,kek,kayak
10760,gini,begini
10761,bru,baru
10762,ngucapin,mengucapkan
10763,pacarane,pacarannya
10764,rusakkk,rusak
10765,udah,sudah
10766,th,tahun
10767,ehh,eh
10768,yaaampunnn,ya ampun
10769,th,tahun
10770,th,tahun
10771,gini,begini
10772,ga,enggak
10773,aja,saja
10774,kaga,kagak
10775,inii,ini
10776,taun,tahun
10777,yg,yang
10778,thn,tahun
10779,tuwek,tua
10780,mukae,mukanya
10781,ultahe,ultahnya
10782,yaaa,ya
10783,bgtt,banget
10784,thn,tahun
10785,tp,tapi
10786,udh,sudah
10787,udh,sudah
10788,mlh,malah
10789,kliatanya,kelihatannya
10790,thn,tahun
10791,apaa,apa
10792,udh,sudah
10793,ky,kaya
10794,q,aku
10795,liat,lihat
10796,bingiit,banget
10797,pcaranya,pacarannya
10798,udah,sudah
10799,kyk,kayak
10800,taon,tahun
10801,uda,sudah
10802,bermaksut,bermaksud
10803,tp,tapi
10804,karna,karena
10805,emang,memang
10806,tampialannya,tampilannya
10807,nikaah,nikah
10808,aja,saja
10809,thn,tahun
10810,udh,sudah
10811,"anak""",anak-anak
10812,lha,lah
10813,kek,kayak
10814,gini,begini
10815,pankapan,kapan-kapan
10816,gpp,enggak apa-apa
10817,keliatan,kelihatan
10818,pake,pakai
10819,kl,kalo
10820,yg,yang
10821,ngumbar,mengumbar
10822,dhpusin,dihapuskan
10823,smua,semua
10824,tteh,teteh
10825,bsa,bisa
10826,istiqomah,istikamah
10827,aamiin,amin
10828,wihh,wih
10829,gak,enggak
10830,nyangka,menyangka
10831,bangett,banget
10832,ga,enggak
10833,nyesel,menyesal
10834,dehh,deh
10835,cepet,cepat
10836,yg,yang
10837,ga,enggak
10838,aja,saja
10839,semangaatt,semangat
10840,mudah2,mudah-mudah
10841,dlm,dalam
10842,liat,lihat
10843,udah,sudah
10844,mnutup,menutup
10845,yg,yang
10846,rb,ribu
10847,dgn,dengan
10848,msh,masih
10849,yg,yang
10850,blm,belum
10851,apus,hapus
10852,gak,enggak
10853,aja,saja
10854,hub,hubungi
10855,saranin,menyarankan
10856,pake,pakai
10857,naek,naik
10858,ka,kak
10859,pake,pakai
10860,ka,kak
10861,tehh,teh
10862,lbih,lebih
10863,pake,pakai
10864,hijabb,hijab
10865,dapet,dapat
10866,ttp,tetap
10867,yaa,ya
10868,mksh,terima kasih
10869,udh,sudah
10870,nyaranin,menyarankan
10871,pake,pakai
10872,dr,dari
10873,skrng,sekarang
10874,ja,saja
10875,mksh,terima kasih
10876,ka,kak
10877,yah,ya
10878,udah,sudah
10879,saranin,menyarankan
10880,udah,sudah
10881,makasih,terima kasih
10882,yah,ya
10883,ka,kak
10884,ka,kak
10885,bngatt,banget
10886,kaaa,kak
10887,pake,pakai
10888,liat,lihat
10889,fto,foto
10890,kk,kakak
10891,trus,terus
10892,dii,di
10893,yah,ya
10894,kk,kakak
10895,ooh,oh
10896,fto,foto
10897,yg,yang
10898,g,enggak
10899,pke,pakai
10900,d,di
10901,hapusin,hapuskan
10902,y,ya
10903,lohhh,loh
10904,syg,sayang
10905,skali,sekali
10906,kaka,kakak
10907,ngeuh,engah
10908,klo,kalo
10909,th,tahun
10910,yaah,ya
10911,nnti,nanti
10912,d,di
10913,yg,yang
10914,ka,kak
10915,smoga,semoga
10916,yaa,ya
10917,mbaa,mbak
10918,sneng,senang
10919,liat,lihat
10920,kyk,kayak
10921,mbaa,mbak
10922,mutusin,memutuskan
10923,bwt,buat
10924,lbh,lebih
10925,lg,lagi
10926,ngapus,menghapus
10927,fto2,foto-foto
10928,sblm,sebelum
10929,awl,awal
10930,dr,dari
10931,mmg,memang
10932,hrus,harus
10933,trs,terus
10934,sll,selalu
10935,d,di
10936,smoga,semoga
10937,d,di
10938,d,di
10939,trus,terus
10940,bngkit,bangkit
10941,mncoba,mencoba
10942,lbh,lebih
10943,smoga,semoga
10944,ttp,tetap
10945,skli,sekali
10946,lg,lagi
10947,bingit,banget
10948,dapetin,mendapati
10949,dri,dari
10950,slmt,selamat
10951,smoga,semoga
10952,mmg,memang
10953,tdk,tidak
10954,tpi,tapi
10955,yg,yang
10956,org,orang
10957,waww,wow
10958,mantapp,mantap
10959,pake,pakai
10960,gituan,begituan
10961,cobaaa,coba
10962,gak,enggak
10963,nyesel,menyesal
10964,ga,enggak
10965,cobaa,coba
10966,aja,saja
10967,buktiin,membuktikan
10968,ga,enggak
10969,ngebuktiin,membuktikan
10970,wahhh,wah
10971,mba,mbak
10972,mutuain,memutuskan
10973,udh,sudah
10974,smw,semua
10975,foto2,foto-foto
10976,yg,yang
10977,blm,belum
10978,pake,pakai
10979,ttp,tetap
10980,mba,mbak
10981,geuliiiiiiis,geulis
10982,euyyyyy,euy
10983,dlm,dalam
10984,ntar,entar
10985,ga,enggak
10986,gini,begini
10987,engga,enggak
10988,widihh,idih
10989,bingit,banget
10990,iyaa,iya
10991,kerenn,keren
10992,kek,kayak
10993,gitu,begitu
10994,uuh,uh
10995,pengen,pengin
10996,dr,dari
10997,td,tadi
10998,ngomongin,mengomongkan
10999,kek,kayak
11000,gini,begini
11001,ngakak,mengakak
11002,udah,sudah
11003,kek,kayak
11004,tp,tapi
11005,emg,memang
11006,ngirim,mengirim
11007,ngidam,mengidam
11008,waah,wah
11009,sampis,sampah habis
11010,emang,memang
11011,gt,begitu
11012,maapin,maaf
11013,yak,ya
11014,ngebala,bala
11015,mampuussss,mampus
11016,bgt,banget
11017,diihhhh,dih
11018,bgt,banget
11019,hrusnya,harusnya
11020,sabal,sabar
11021,udahlah,sudahlah
11022,kauuuu,kau
11023,gini,begini
11024,pengen,pengin
11025,yg,yang
11026,kya,kaya
11027,gini,begini
11028,teruss,terus
11029,trus,terus
11030,uhhh,uh
11031,km,kamu
11032,sabaro,sabar
11033,yaa,ya
11034,bangettt,banget
11035,eehhh,eh
11036,gni,begini
11037,nyadar,menyadar
11038,nyadar,menyadar
11039,yg,yang
11040,lucuuuuu,lucu
11041,liat,lihat
11042,bangett,banget
11043,iiii,ih
11044,kreative,kreatif
11045,bangrt,banget
11046,liat,lihat
11047,azekkkk,asik
11048,pinter,pintar
11049,bngettt,banget
11050,pinter,pintar
11051,ga,enggak
11052,kuaaatt,kuat
11053,bhet,banget
11054,bhs,bahasa
11055,inggrisny,inggrisnya
11056,bgt,banget
11057,ni,ini
11058,bangeeet,banget
11059,bngt,banget
11060,dgn,dengan
11061,yg,yang
11062,slm,salam
11063,tmn2,teman-teman
11064,dsna,disana
11065,iyaap,iya
11066,mksih,terima kasih
11067,orang2,orang-orang
11068,mnjadi,menjadi
11069,nga,enggak
11070,canyk,cantik
11071,"bner""",benar-benar
11072,bgt,banget
11073,udah,sudah
11074,poko,pokok
11075,prodac,produk
11076,yg,yang
11077,ga,enggak
11078,bkal,bakal
11079,nyesell,menyesal
11080,dehh,deh
11081,poko,pokok
11082,bbrp,beberapa
11083,yg,yang
11084,blg,bilang
11085,gt,begitu
11086,ciyusss,serius
11087,de,deh
11088,gw,gue
11089,liat,lihat
11090,yg,yang
11091,lw,lu
11092,kmaren,kemarin
11093,ka,kak
11094,ni,ini
11095,kek,kayak
11096,cyin,cinta
11097,bgt,banget
11098,yaa,ya
11099,cantikkk,cantik
11100,bangetttttttt,banget
11101,sexi,seksi
11102,bundaaaa,bunda
11103,cantinya,cantiknya
11104,gx,enggak
11105,kyk,kayak
11106,kyk,kayak
11107,cantikkkk,cantik
11108,woww,wow
11109,bangett,banget
11110,ja,saja
11111,pake,pakai
11112,bangget,banget
11113,baget,banget
11114,pingin,pengin
11115,bettt,banget
11116,kyknya,kayaknya
11117,subhanalloh,subhanallah
11118,cantiiillx,cantik
11119,bundaaaa,bunda
11120,tetep,tetap
11121,mudaa,muda
11122,brapa,berapa
11123,sihh,sih
11124,bgt,banget
11125,bangetttt,banget
11126,cantikkk,cantik
11127,bgttt,banget
11128,alaami,alami
11129,sabaarrr,sabar
11130,cantiiiikk,cantik
11131,bangeeeeetttt,banget
11132,ciee,cie
11133,tp,tapi
11134,ttp,tetap
11135,kyk,kayak
11136,yg,yang
11137,inii,ini
11138,cannntikk,cantik
11139,banggett,banget
11140,yaa,ya
11141,nyaaa,nya
11142,cakepp,cakep
11143,bgt,banget
11144,thnan,tahunan
11145,tpi,tapi
11146,cuantik,cantik
11147,bgt,banget
11148,msh,masih
11149,seger,segar
11150,ky,kaya
11151,cantikkkkkk,cantik
11152,bangetttt,banget
11153,segerr,segar
11154,bangett,banget
11155,wouww,wow
11156,bgt,banget
11157,cantiiikkk,cantik
11158,bgt,banget
11159,knp,kenapa
11160,udh,sudah
11161,aja,saja
11162,gak,enggak
11163,kya,kaya
11164,njir,anjir
11165,ngikutin,mengikuti
11166,pen,pengin
11167,gw,gue
11168,catokin,catok
11169,gak,enggak
11170,catokin,catok
11171,catokin,catok
11172,udah,sudah
11173,sm,sama
11174,lg,lagi
11175,ikut2an,ikut-ikutan
11176,kya,kaya
11177,jg,juga
11178,dr,dari
11179,jg,juga
11180,yuukk,yuk
11181,promil,program hamil
11182,aminn,amin
11183,ksh,kasih
11184,sll,selalu
11185,jg,juga
11186,utk,untuk
11187,comment2nya,komentar-komentarnya
11188,jg,juga
11189,teman2,teman-teman
11190,aja,saja
11191,yg,yang
11192,tiba2,tiba-tiba
11193,"benar""",benar-benar
11194,aamiin,amin
11195,ak,aku
11196,yukk,yuk
11197,lohhh,loh
11198,besar2an,besar-besaran
11199,aja,saja
11200,tp,tapi
11201,klo,kalo
11202,gak,enggak
11203,yaaaa,ya
11204,seneng,senang
11205,pedes,pedas
11206,seneng,senang
11207,udah,sudah
11208,rb,ribu
11209,yaaa,ya
11210,pengen,pengin
11211,emang,memang
11212,slalu,selalu
11213,tdk,tidak
11214,knsul,konsultasi
11215,dg,dengan
11216,dn,dan
11217,dg,dengan
11218,yg,yang
11219,sdh,sudah
11220,brhasil,berhasil
11221,dlm,dalam
11222,wktu,waktu
11223,konsul,konsultasi
11224,gratisss,gratis
11225,ga,enggak
11226,nyesel,menyesal
11227,pake,pakai
11228,kaka,kakak
11229,hilangin,menghilangkan
11230,bener2,benar-benar
11231,yg,yang
11232,pake,pakai
11233,artis2,artis-artis
11234,smoga,semoga
11235,aja,saja
11236,dipake,dipakai
11237,org2,orang-orang
11238,yg,yang
11239,yg,yang
11240,cm,cuma
11241,kontak2,kontak-kontak
11242,utk,untuk
11243,dijadiin,dijadikan
11244,aja,saja
11245,yg,yang
11246,dgn,dengan
11247,dpt,dapat
11248,org,orang
11249,yg,yang
11250,tp,tapi
11251,dptnya,dapatnya
11252,bs,bisa
11253,dpt,dapat
11254,jd,jadi
11255,bs,bisa
11256,dpt,dapat
11257,gimana,bagaimana
11258,jd,jadi
11259,sy,saya
11260,rb,ribu
11261,udah,sudah
11262,dpt,dapat
11263,dgn,dengan
11264,bgt,banget
11265,yg,yang
11266,bs,bisa
11267,bkin,bikin
11268,applikasi,aplikasi
11269,udah,sudah
11270,dgn,dengan
11271,jg,juga
11272,jd,jadi
11273,aja,saja
11274,mba,mbak
11275,skarang,sekarang
11276,sampe,sampai
11277,pingin,pengin
11278,gak,enggak
11279,kereeeeen,keren
11280,bngeet,banget
11281,gemesinnnnn,menggemaskan
11282,bner,benar
11283,bner,benar
11284,bnget,banget
11285,udah,sudah
11286,prodaknya,produknya
11287,poko,pokok
11288,prodak,produk
11289,yg,yang
11290,ga,enggak
11291,bkal,bakal
11292,nyesell,menyesal
11293,dehh,deh
11294,poko,pokok
11295,yg,yang
11296,yg,yang
11297,dapet,dapat
11298,dgn,dengan
11299,ongkiir,ongkir
11300,thn,tahun
11301,thn,tahun
11302,thn,tahun
11303,thn,tahun
11304,utk,untuk
11305,ga,enggak
11306,bgt,banget
11307,ajaibbbbb,ajaib
11308,saayyyyy,say
11309,besarin,membesarkan
11310,aja,saja
11311,pake,pakai
11312,belanjaa,belanja
11313,disiniii,disini
11314,lohhhh,loh
11315,yg,yang
11316,trims,terima kasih
11317,utk,untuk
11318,gak,enggak
11319,aja,saja
11320,ga,enggak
11321,dn,dan
11322,ganteung,ganteng
11323,mba,mbak
11324,pengen,pengin
11325,pake,pakai
11326,ga,enggak
11327,nyesel,menyesal
11328,ngerasa,merasa
11329,ga,enggak
11330,pede,percaya diri
11331,bhgia,bahagia
11332,iiiiiiiiii,ih
11333,lucuukk,lucu
11334,bgt,banget
11335,keciil,kecil
11336,yakinn,yakin
11337,pentass,pentas
11338,ngarep,mengharap
11339,kepoin,kepo
11340,lucu2,lucu-lucu
11341,ngelahirin,melahirkan
11342,gak,enggak
11343,paksain,memaksa
11344,biasaa,biasa
11345,makasih,terima kasih
11346,ngelahirin,melahirkan
11347,gak,enggak
11348,paksain,memaksa
11349,biasaa,biasa
11350,makasih,terima kasih
11351,pengen,pengin
11352,besarin,membesarkan
11353,hub,hubungi
11354,aja,saja
11355,dgn,dengan
11356,yg,yang
11357,pengen,pengin
11358,makasih,terima kasih
11359,udah,sudah
11360,rekomendasiin,merekomendasikan
11361,bener,benar
11362,pake,pakai
11363,ga,enggak
11364,makasih,terima kasih
11365,ka,kak
11366,ka,kak
11367,makasih,terima kasih
11368,udah,sudah
11369,rekomendasiin,merekomendasikan
11370,bener,benar
11371,ka,kak
11372,ga,enggak
11373,makasih,terima kasih
11374,q,ku
11375,kk,kakak
11376,bosaan,bosan
11377,udah,sudah
11378,pake,pakai
11379,gak,enggak
11380,yuukk,yuk
11381,kitaaa,kita
11382,knp,kenapa
11383,yoo,ya
11384,ak,aku
11385,murmer,murah meriah
11386,bgt,banget
11387,hy,hai
11388,teman2,teman-teman
11389,pake,pakai
11390,aja,saja
11391,testinya,testimoninya
11392,yaa,ya
11393,yg,yang
11394,lbh,lebih
11395,jd,jadi
11396,mengirusi,mengurusi
11397,khdpn,kehidupan
11398,yg,yang
11399,keliatan,kelihatan
11400,bgt,banget
11401,gk,enggak
11402,ngalah,mengalah
11403,ngelawan,melawan
11404,sm,sama
11405,betuuuuulllllllllllllllll,betul
11406,yg,yang
11407,banyak2,banyak-banyak
11408,mba,mbak
11409,bisax,bisanya
11410,cmn,cuman
11411,nyerocos,mencerocos
11412,aja,saja
11413,emang,memang
11414,uda,sudah
11415,bener,benar
11416,ngapain,mengapai
11417,klo,kalo
11418,cmn,cuman
11419,mw,mau
11420,ngatain,mengatai
11421,yg,yang
11422,sebenernya,sebenarnya
11423,yg,yang
11424,ga,enggak
11425,tp,tapi
11426,dgn,dengan
11427,klmbutan,kelembutan
11428,jgn,jangan
11429,gw,gue
11430,pgn,pengin
11431,yg,yang
11432,dlu,dulu
11433,aja,saja
11434,uda,sudah
11435,seburuk2,seburuk-buruk
11436,psti,pasti
11437,dy,dia
11438,sperti,seperti
11439,dlu,dulu
11440,dy,dia
11441,ngurusin,mengurusi
11442,nda,indak
11443,ngurusin,mengurusi
11444,sampe,sampai
11445,msh,masih
11446,diingetin,diingatkan
11447,ntar,entar
11448,udah,sudah
11449,yg,yang
11450,ngingetin,mengingatkan
11451,ngeriiiiii,ngeri
11452,ma,sama
11453,nich,nih
11454,ngingetin,mengingatkan
11455,akhlah,akhlak
11456,aja,saja
11457,klo,kalo
11458,org,orang
11459,yg,yang
11460,blg,bilang
11461,ngapain,mengapai
11462,ngurusin,mengurusi
11463,org,orang
11464,ntar,entar
11465,elo2,lo-lo
11466,yg,yang
11467,mandiin,memandikan
11468,yg,yang
11469,nguburin,menguburkan
11470,emg,memang
11471,ngurus,mengurus
11472,subhannallah,subhanallah
11473,mb,mbak
11474,kl,kalo
11475,yg,yang
11476,gk,enggak
11477,ngebedain,membedakan
11478,ngurusin,mengurusi
11479,mb,mbak
11480,tp,tapi
11481,urusanny,urusannya
11482,aja,saja
11483,krn,karena
11484,lg,lagi
11485,dg,dengan
11486,tuhanny,tuhannya
11487,aja,saja
11488,yg,yang
11489,brtngkar,bertengkar
11490,knp,kenapa
11491,sllu,selalu
11492,hny,hanya
11493,krn,karena
11494,pndapat,pendapat
11495,teman2,teman-teman
11496,yg,yang
11497,sling,saling
11498,mnding,mending
11499,nmbah,menambah
11500,temen,teman
11501,looh,loh
11502,drpd,daripada
11503,nambah,menambah
11504,kata2,kata-kata
11505,emang,memang
11506,lha,lah
11507,sharusnya,seharusnya
11508,jg,juga
11509,sndiri,sendiri
11510,bangeett,banget
11511,mngkannya,mangkanya
11512,klw,kalau
11513,ngelakuin,melakukan
11514,apa2,apa-apa
11515,dlu,dulu
11516,klo,kalo
11517,kmu,kamu
11518,bkn,bukan
11519,scr,secara
11520,gk,enggak
11521,sbg,sebagai
11522,yg,yang
11523,tp,tapi
11524,yg,yang
11525,yg,yang
11526,udah,sudah
11527,ngelakuin,melakukan
11528,udah,sudah
11529,tp,tapi
11530,skrg,sekarang
11531,nyia2in,menyia-nyiakan
11532,yg,yang
11533,gini,begini
11534,yg,yang
11535,brarti,berarti
11536,org,orang
11537,yg,yang
11538,gk,enggak
11539,krn,karena
11540,dgn,dengan
11541,mndpat,mendapat
11542,kpuasan,kepuasan
11543,dr,dari
11544,pdahal,padahal
11545,gk,enggak
11546,sgampang,segampang
11547,mlepaskan,melepaskan
11548,ngapain,mengapai
11549,org,orang
11550,diurusin,diurusi
11551,org,orang
11552,ga,enggak
11553,pantes,pantas
11554,indo,indonesia
11555,ga,enggak
11556,bgt,banget
11557,prnh,pernah
11558,dl,dulu
11559,jgn,jangan
11560,trll,terlalu
11561,sk,suka
11562,hdp,hidup
11563,org,orang
11564,hdp,hidup
11565,sndr,sendiri
11566,dl,dulu
11567,sellow,selow
11568,idup,hidup
11569,krn,karena
11570,sbbrnya,sebenarnya
11571,yg,yang
11572,idup,hidup
11573,org,orang
11574,smpe,sampai
11575,bs,bisa
11576,bkn,bukan
11577,komen2,komen-komen
11578,kasar2,kasar-kasar
11579,bgt,banget
11580,qt,kita
11581,lbh,lebih
11582,dr,dari
11583,org,orang
11584,pengen,pengin
11585,rb,ribu
11586,semangattt,semangat
11587,teruss,terus
11588,tp,tapi
11589,dlu,dulu
11590,beneran,benaran
11591,yak,ya
11592,ka,kak
11593,nungguin,menunggu
11594,baper,bawa perasaan
11595,baper,bawa perasaan
11596,baper,bawa perasaan
11597,nnti,nanti
11598,klo,kalo
11599,blm,belum
11600,testi,testimoni
11601,banyaak,banyak
11602,beneran,benaran
11603,bujukk,bujuk
11604,pala,kepala
11605,d.apa,diapa
11606,apain,apai
11607,aj,saja
11608,tetep,tetap
11609,emng,memang
11610,dsar,dasar
11611,y,nya
11612,udh,sudah
11613,dri,dari
11614,dlu,dulu
11615,benetaran,benaran
11616,gaa,enggak
11617,kaka,kakak
11618,bneran,benaran
11619,gmn,bagaimana
11620,si,sih
11621,krenn,keren
11622,abis,habis
11623,kraya,karya
11624,brg,bareng
11625,lg,lagi
11626,donk,dong
11627,ka,kak
11628,lg,lagi
11629,kaka,kakak
11630,udah,sudah
11631,ngebantu,membantu
11632,pake,pakai
11633,yg,yang
11634,kaka,kakak
11635,kenalin,kenalkan
11636,makasih,terima kasih
11637,beneran,benaran
11638,knp,kenapa
11639,g,enggak
11640,d,di
11641,janjutin,lanjutkan
11642,kaa,kak
11643,yukk,yuk
11644,kepppoin,kepoi
11645,dehh,deh
11646,tp,tapi
11647,ttp,tetap
11648,nnti,nanti
11649,makasih,terima kasih
11650,recommendasi,rekomendasi
11651,prodak,produk
11652,gak,enggak
11653,pake,pakai
11654,btulan,betulan
11655,kha,kah
11656,nggak,enggak
11657,jd,jadi
11658,rmbut,rambut
11659,s,si
11660,g,enggak
11661,pjg,panjang
11662,mna,mana
11663,s,sih
11664,tutupin,menutupi
11665,"gara""",gara-gara
11666,ga,enggak
11667,pake,pakai
11668,pake,pakai
11669,wik,wig
11670,beneran,benaran
11671,kaka,kakak
11672,ithu,itu
11673,ttap,tetap
11674,yukk,yuk
11675,udh,sudah
11676,artis2,artis-artis
11677,knp,kenapa
11678,botakin,botaki
11679,yah,ya
11680,ny,nya
11681,botakkkk,botak
11682,gitu,begitu
11683,botakin,botaki
11684,k,kak
11685,gk,enggak
11686,kk,kakak
11687,kk,kakak
11688,bnrn,benaran
11689,skrg,sekarang
11690,pake,pakai
11691,week,wig
11692,yukk,yuk
11693,kerennn,keren
11694,yg,yang
11695,gawul,gaul
11696,modes,modis
11697,kitaa,kita
11698,klian,kalian
11699,brayyy,bray
11700,yg,yang
11701,kcantikan,kecantikan
11702,klian,kalian
11703,brayyy,bray
11704,jalan2,jalan-jalan
11705,mauuu,mau
11706,donk,dong
11707,bronis,brondong manis
11708,rb,ribu
11709,gapunya,enggak punya
11710,jt,juta
11711,nambah,menambah
11712,bkln,bakalan
11713,pingin,pengin
11714,udah,sudah
11715,kecantikanga,kecantikannya
11716,loooh,loh
11717,barang2,barang-barang
11718,gk,enggak
11719,hiii,hai
11720,piiiilih,pilih
11721,aja,saja
11722,pokonya,pokoknya
11723,deeh,deh
11724,aja,saja
11725,anak2,anak-anak
11726,yaaaa,ya
11727,zama,zaman
11728,kn,kan
11729,udh,sudah
11730,gnti,ganti
11731,yg,yang
11732,bru,baru
11733,nmnya,namanya
11734,tapo,tapi
11735,kuy,yuk
11736,gkk,enggak
11737,lg,lagi
11738,petinggi2,petinggi-petinggi
11739,slalu,selalu
11740,wota2,wota-wota
11741,yg,yang
11742,yg,yang
11743,yg,yang
